Id,SaveChapter,NextLv,ChapterState,JumpMark,Speaker ID,SpeakerName(Add),SpeakerPosition,isChoiceLoop,choiceKeyaPath,choiceKeyNeed,DialogueMode,BGFile,BG Image,Fade,Body,Head,Expression,Add Item,Del Item Path,Del Item,BGM File,Voice File,Voice Name,SFx File,Vibrate,CGFile,CG,DialogueBoxOnOff,Animation,ImgEffect,PropName,PropAnim,Mode,Investivation Label,Call Function,Call Function2,Road1,Road2,Road3,Main menu
28,Chapter1,-1,0,-1,11,HouseWifeChan,Right,,,,Default,ChengWing2,Lobby_001,0,Betty_Body_Normal,Betty_Head_Normal,Betty_Expression_Happy,,,,,陳師奶,0002,,0,,,1,,,,,,,,,,,,
29,Chapter1,-1,0,-1,11,HouseWifeChan,Right,,,,Default,ChengWing2,Lobby_001,0,Betty_Body_Normal,Betty_Head_Normal,Betty_Expression_Despise,,,,,陳師奶,0003,,0,,,1,,,,,,,,,,,,
30,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0002,,0,,,1,,,,,,,,,,,,
31,Chapter1,-1,0,-1,11,HouseWifeChan,Right,,,,Default,ChengWing2,Lobby_001,0,Betty_Body_Normal,Betty_Head_Normal,Betty_Expression_Despise,,,,,陳師奶,0004,,0,,,1,,,,,,,,,,,,
32,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0003,,0,,,1,,,,,,,,,,,,
33,Chapter1,-1,0,-1,11,HouseWifeChan,Right,,,,Default,ChengWing2,Lobby_001,0,Betty_Body_Normal,Betty_Head_Normal,Betty_Expression_Normal,,,,,陳師奶,0005,,0,,,1,,,,,,,,,,,,
34,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0004,,0,,,1,,,,,,,,,,,,
35,Chapter1,-1,0,-1,12,DiDi,Right,,,,Default,ChengWing2,Lobby_001,0,Alvis_Body_Normal,Alvis_Head_Normal,Alvis_Expression_Normal,,,,,8句以下,0051,,0,,,1,,,,,,,,,,,,
36,Chapter1,-1,0,-1,11,HouseWifeChan,Center,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,陳師奶,0006,,0,,,1,,,,,,,,,,,,
37,Chapter1,-1,0,-1,12,DiDi,Right,,,,Default,ChengWing2,Lobby_001,0,Alvis_Body_Normal,Alvis_Head_Normal,Alvis_Expression_Normal,,,,,8句以下,0052,,0,,,1,,,,,,,,,,,,
38,Chapter1,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Lobby_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
39,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0005,,0,,,1,,,,,,,,,,,,
40,Chapter1,-1,0,-1,12,DiDi,NoShow,,,,Default,ChengWing2,Lobby_002_FocusHand,1,Alvis_Body_Normal,Alvis_Head_Normal,Alvis_Expression_Smile,,,,,8句以下,0053,,0,,,1,,AlvisLittleFinger,,,,,,,,,,
41,Chapter1,-1,0,-1,0,,NoShow,,,,Default,ChengWing2,Lobby_002_FocusHand,0,,,,,,,,,,Howl,0,,,0,,AlvisLittleFinger,,,TapGame,TapGame1,,,,,,
42,Chapter1,-1,0,-1,1,LeeSing,NoShow,,,,Default,ChengWing2,Lobby_002_FocusHand,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0006,select01,0,,,1,SingAlvisShakeLittleFinger,SingAlvisShakeLittleFinger,,,,,,,,,,
43,Chapter1,-1,0,-1,12,DiDi,Right,,,,Default,ChengWing2,Lobby_001,1,Alvis_Body_Normal,Alvis_Head_Normal,Alvis_Expression_Happy,,,,,8句以下,0054,,0,,,1,,,,,,,,,,,,
44,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Nervous,,,,,李誠,0007,,0,,,1,,,,,,,,,,,,
45,Chapter1,-1,0,-1,11,HouseWifeChan,Center,,,,Default,ChengWing2,Lobby_001,0,Betty_Body_Normal,Betty_Head_Normal,Betty_Expression_Happy,,,,,陳師奶,0007,,0,,,1,,,,,,,,,,,,
46,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Lobby_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0008,,0,,,1,,,,,,,ClearCharacter(),,,,,
47,Chapter1,-1,0,-1,1,LeeSing,NoShow,,,,SmallIconBox,ChengWing2,Lobby_003,1,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,,,,0,,,1,,,,,,,,,,,,
48,Chapter1,-1,0,-1,1,LeeSing,NoShow,,,,SmallIconBox,ChengWing2,Lobby_003,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Sad,,,,,,,,0,,,1,,,,,,,,,,,,
49,Chapter1,-1,0,-1,1,LeeSing,NoShow,,,,SmallIconBox,ChengWing2,Lobby_003,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,,,,0,,,1,,,,,,,,,,,,
50,Chapter1,-1,0,-1,1,LeeSing,Center,,,,Default,ChengWing2,Lobby_003,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Normal,,,,,李誠,0012,,0,,,1,,,,,,,,,,,,
51,Chapter1,-1,0,-1,1,LeeSing,Center,,,,Default,ChengWing2,Lobby_003,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0013,,0,,,1,,,,,,,,,,,,
52,Chapter1,-1,0,-1,1,LeeSing,Center,,,,Default,ChengWing2,Lobby_003,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0014,,0,,,1,,,,,,,,,,,,
53,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,1,To_Body_ToC,To_Head_Normal,To_Expression_Happy,,,,Asian,李道言,0001,,0,,,1,,,,,,,,,,,,
54,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,,,,0,,,1,,,,,,,,,,,,
55,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0006,,0,,,1,,,,,,,,,,,,
56,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Happy,,,,,李道言,0002,,0,,,1,,,,,,,,,,,,
57,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0007,,0,,,1,,,,,,,,,,,,
58,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Despise,,,,,李道言,0003,,0,,,1,,,,,,,,,,,,
59,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0008,,0,,,1,,,,,,,,,,,,
60,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0004,,0,,,1,,,,,,,,,,,,
61,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Normal,,,,,陳伯,0009,,0,,,1,,,,,,,,,,,,
62,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0005,,0,,,1,,,,,,,,,,,,
63,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0010,,0,,,1,,,,,,,,,,,,
64,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Despise,,,,,李道言,0006,,0,,,1,,,,,,,,,,,,
65,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0011,,0,,,1,,,,,,,,,,,,
66,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0012,,0,,,1,,,,,,,,,,,,
67,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0007,,0,,,1,,,,,,,,,,,,
68,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Angry,,,,,陳伯,0013,,0,,,1,,,,,,,,,,,,
69,Chapter1,-1,0,-1,9,KwanHaNam,Center,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0001,,0,,,1,,,,,,,,,,,,
70,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Surprise,,,,,李道言,0008,,0,,,1,,,,,,,,,,,,
71,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Normal,,,,,陳伯,0014,,0,,,1,,,,,,,,,,,,
72,Chapter1,-1,0,-1,9,KwanHaNam,Center,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Relax,,,,,關夏藍,0008,,0,,,1,,,,,,,,,,,,
73,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Normal,,,,,陳伯,0015,,0,,,1,,,,,,,,,,,,
74,Chapter1,-1,0,-1,9,KwanHaNam,Center,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0009,,0,,,1,,,,,,,,,,,,
75,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0016,,0,,,1,,,,,,,,,,,,
76,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Surprise,,,,,李道言,0009,,0,,,1,,,,,,,,,,,,
77,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0010,,0,,,1,,,,,,,,,,,,
78,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Despise,,,,,陳伯,0017,,0,,,1,,,,,,,,,,,,
79,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0011,,0,,,1,,,,,,,,,,,,
80,Chapter1,-1,0,-1,7,ChanPak,Right,,,,Default,ChengWing2,Lobby_004,0,Chan_Body_Normal,Chan_Head_Normal,Chan_Expression_Speachless,,,,,陳伯,0018,,0,,,1,,,,,,,,,,,,
81,Chapter1,-1,0,-1,800,Narration,NoShow,,,,Default,ChengWing2,Lobby_004,0,,,,,,,,,,walk_away,0,,,1,,,,,,,,,,,,
82,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Speechless,,,,,關夏藍,0010,,0,,,1,,,,,,,,,,,,
83,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Despise,,,,,李道言,0012,,0,,,1,,,,,,,,,,,,
84,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Despire,,,,,關夏藍,0011,,0,,,1,,,,,,,,,,,,
85,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Silent,,,,,關夏藍,0012,,0,,,1,,,,,,,,,,,,
86,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0013,,0,,,1,,,,,,,,,,,,
87,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0013,,0,,,1,,,,,,,,,,,,
88,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0014,,0,,,1,,,,,,,,,,,,
89,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0014,,0,,,1,,,,,,,,,,,,
90,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0015,,0,,,1,,,,,,,,,,,,
91,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0015,,0,,,1,,,,,,,,,,,,
92,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Normal,,,,,李道言,0016,,0,,,1,,,,,,,,,,,,
93,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Serious,,,,,關夏藍,0016,,0,,,1,,,,,,,,,,,,
94,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Happy,,,,,李道言,0017,,0,,,1,,,,,,,,,,,,
95,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0017,,0,,,1,,,,,,,,,,,,
96,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Normal,,,,,關夏藍,0018,,0,,,1,,,,,,,,,,,,
97,Chapter1,-1,0,-1,8,LeeDoYin,Left,,,,Default,ChengWing2,Lobby_004,0,To_Body_ToC,To_Head_Normal,To_Expression_Happy,,,,,李道言,0018,,0,,,1,,,,,,,,,,,,
98,Chapter1,-1,0,-1,9,KwanHaNam,Right,,,,Default,ChengWing2,Lobby_004,0,Nam_Body_Normal,Nam_Head_Normal,Nam_Expression_Smile,,,,,關夏藍,0019,,0,,,1,,,,,,,,,,,,
99,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_000,1,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,BGM_戀愛,李誠,0015,,0,,,1,,,,,,,,,,,,
100,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_000,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0003,,0,,,1,,,,,,,,,,,,
101,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0016,,1,,,1,,,,,,,,,,,,
102,Chapter1,-1,0,104,997,Choice1,NoShow,,,,Default,ChengWing2,Floor6_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
103,Chapter1,-1,0,117,998,Choice2,NoShow,,,,Default,ChengWing2,Floor6_001,0,,,,,,,,,,,0,,,1,,,,,,,,,,,,
104,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy,,,,,李誠,0017,,0,,,1,,,,,,,,,,,,
105,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_001,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0004,,0,,,1,,,,,,,,,,,,
106,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Smile,,,,,李誠,0018,,0,,,1,,,,,,,,,,,,
107,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,1,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Surprise,,,,,石妍,0005,,0,,,1,,,,,,,,,,,,
108,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0019,,0,,,1,,,,,,,,,,,,
109,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0006,,0,,,1,,,,,,,,,,,,
110,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0020,,0,,,1,,,,,,,,,,,,
111,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0007,,0,,,1,,,,,,,,,,,,
112,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0021,,0,,,1,,,,,,,,,,,,
113,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0008,,0,,,1,,,,,,,,,,,,
114,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy,,,,,李誠,0022,,0,,,1,,,,,,,,,,,,
115,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0009,,0,,,1,,,,,,,,,,,,
116,Chapter1,-1,0,124,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0023,,0,,,1,,,,,,,,,,,,
117,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_001,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Shy,,,,,李誠,0024,,0,,,1,,,,,,,,,,,,
118,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,1,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0006,,0,,,1,,,,,,,,,,,,
119,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0025,,0,,,1,,,,,,,,,,,,
120,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0011,,0,,,1,,,,,,,,,,,,
121,Chapter1,-1,0,-1,1,LeeSing,Left,,,,Default,ChengWing2,Floor6_002,0,Sing_Body_Normal,Sing_Head_Normal,Sing_Expression_Happy,,,,,李誠,0026,,0,,,1,,,,,,,,,,,,
122,Chapter1,-1,0,-1,3,ShekYin,Right,,,,Default,ChengWing2,Floor6_002,0,Yin_Body_Dess,Yin_Head_Normal,Yin_Expression_Smile,,,,,石妍,0012,,0,,,1,,,,,,,,,,,,
