首頁,首页,煤油燈,把它放在212單位吧。,煤油燈。可以用來照明。,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,第二十節&交還嬰兒給儲藏室的鬼媽媽,第二十节&交还婴儿给储藏室的鬼妈妈,【母子團聚】,【母子团聚】,年輕男子,
不夠玉石,不够玉石,努力士手錶,(這手錶看起來很名貴，不過比較大隻，是葉忻的吧。),葉忻的努力士手錶。看起來很名貴。,#REF!,#REF!,#REF!,好像需要把它點燃，有沒有火呢？,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,第二十一節&在作法時不停大力搖晃方娟,第二十一节&在作法时不停大力摇晃方娟,【不要玩方娟】,【不要玩方娟】,外賣員,
商店,商店,錢,（哦…應該是這些錢吧？…葉忻她一直的給錢王時安…）,葉忻一直給王時安的錢。,#REF!,#REF!,#REF!,好像需要把它點燃，有沒有火呢？,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,完成結局八並在主頁破解電腦密碼,完成结局八并在主页破解电脑密码,【地獄與鬼】,【地狱与鬼】,男人聲,
開始遊戲,开始游戏,冰袋,,拿給阿靜的冰袋。,#REF!,#REF!,#REF!,鎖上了，哪裡有鎖匙可以打開它？,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,抽完100張閃卡,抽完100张闪卡,【終實粉絲】,【终实粉丝】,中年男人,
繼續遊戲,继续游戏,剪刀,,關夏藍給李誠用來自保的剪刀,#REF!,#REF!,#REF!,先找急救箱再上七樓。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,走廊上的女生,
確定要結束調查嗎?,确定要结束调查吗?,,,,#REF!,#REF!,#REF!,這箱子裡有些酒吧常見的東西，女生是酒吧裡工作的？,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,???,
按住要清理的垃圾，幾秒後它會自動消失,按住要清理的垃圾，几秒后它会自动消失,,,,#REF!,#REF!,#REF!,他們在處理傷口中…,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,瘋女人 粉衣女生,
由高至低清理紙箱，按住幾秒後它會自動消失,由高至低清理纸箱，按住几秒后它会自动消失,,,,#REF!,#REF!,#REF!,怎麼有個保險箱？&（別人的東西別隨便碰了，何況我不可能知道密碼。）,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,迪迪,
前往評論,前往评论,,,,#REF!,#REF!,#REF!,家徒四壁，大廳中間堆積了些沒拆的紙箱和尼龍袋，似乎是剛搬進來還沒收拾。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,白衣女子,
目錄,目录,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,恩喬,
重來,重来,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,石妍,
考慮一下,考虑一下,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,張先生,
道具,道具,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,恐怖的女人,
下一章,下一章,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,胖大叔,
再考慮一下嘛……,再考虑一下嘛……,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,男人叫聲,
收藏品,收藏品,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,女孩,
結束調查,结束调查,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,女鬼,
快消滅肉塊!,快消灭肉块!,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,教學,
可以點擊螢幕上的道具以調查場景,可以点击萤幕上的道具以调查场景,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,胖道士,
移動螢幕上的手電筒以調查場景,移动萤幕上的手电筒以调查场景,,,,#REF!,#REF!,#REF!,這電視是怎麼了？…一直開著的嗎？還播著跑馬比賽。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,賴小姐,
不要停!快逃!,不要停!快逃!,,,,#REF!,#REF!,#REF!,一張看起來普通的折凳，有點奇怪地放椅在牆上的一角。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,女人聲,
點擊左下方的按鈕向左行,点击左下方的按钮向左行,,,,#REF!,#REF!,#REF!,這是什麼呀………血嗎？﹗,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,暴躁的男人,
!!注意音量!!,!!注意音量!!,,,,#REF!,#REF!,#REF!,廚房被鐵欄欄住了……,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,外賣仔,
快速按下左右兩個鍵進行逃跑,快速按下左右两个键进行逃跑,,,,#REF!,#REF!,#REF!,一張巨型的海報，就這樣貼在牆上。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,阿仁,
點擊右下方的按鈕向右行,点击右下方的按钮向右行,,,,#REF!,#REF!,#REF!,走一圈沒什麼東西…,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,女生,
可以點擊場景使用取得的物品,可以点击场景使用取得的物品,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,被打的女人黃梅,
她望向你時請勿動,她望向你时请勿动,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,王陽,
氣量,气量,,,,#REF!,#REF!,#REF!,（鬼婆在這層，別去了……）,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,奇怪女生,
音量,音量,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,笑笑,
從首飾箱裡找出平安扣,从首饰箱里找出平安扣,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,鄭雨婷,
小心! 別發出任何聲響!,小心! 别发出任何声响!,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,鬼魂,
確定要消耗1個玉石抽獎?,确定要消耗1个玉石抽奖?,,,,#REF!,#REF!,#REF!,別上去了，陳伯會罵我的…,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,謝恩喬,
復原,回滚,,,,#REF!,#REF!,#REF!,煤油燈，暫時用不著它。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,李道言,
核對碼,核对码,,,,#REF!,#REF!,#REF!,可以用這煤油燈來照亮212單位。但似乎需要在裏面倒入煤油。,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,馬尾女生 夏藍,
兌換碼,兑换码,,,,#REF!,#REF!,#REF!,哪裡有火可以點燃裏面的煤油呢？,把媒油燈拿到212單位吧。,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,小混混,
核對碼顯示位置,核对码显示位置,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,餐廳伙計,
請輸入,请输入,,,,#REF!,#REF!,#REF!,太黑了。有甚麼東西可以用來照明呢？,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,余偉雄,
產生,产生,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,色老頭 辰 男女生聲音 欣欣 張秋 警察 老闆,
兌換,兑换,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,旁白,
用,用,,,,#REF!,#REF!,#REF!,（這裡有一碗鹽水，是本來葉忻在喝的？）,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,张德军,
X1粒,X1粒,,,,#REF!,#REF!,#REF!,（一張呼籲人賣血的廣告……我記起來了，之前聽過葉忻的故事，她生前就是因為賣血換錢，搞得身子太虛弱所以病死的…）&（唉…這又是何苦如此作賤自己…）,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,方娟,
抽卡,抽卡,,,,#REF!,#REF!,#REF!,（堆積如山的垃圾、糟糕的衛生環境……葉忻她一直生活在這種地方也沒人照顧…）,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,男人,
看,看,,,,#REF!,#REF!,#REF!,"（一堆化妝用品。）&（為了遮掩住被燒傷一半的臉，葉忻她一直都有把臉塗上粵劇演出時的臉譜，讓自己看起來""正常""一點。）&（……唉，她明明是一個很了不起的紅伶…）",,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,李诚,
廣告,广告,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,陈伯,
抽卡,抽卡,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,我,
*此抽卡機內的卡牌跟遊戲全無關連，純屬娛樂，抽取時請三思。,*此抽卡机内的卡牌跟游戏全无关连，纯属娱乐，抽取时请三思。,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,,#REF!,#REF!,#REF!,#REF!,,,,,女住客 赖美惠,
己有收藏卡,己有收藏卡,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,,,,#REF!,#REF!,,,,,胖师奶,
此禮包限買一次,此礼包限买一次,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,#REF!,#REF!,,,,,陈师奶,
感謝您的講買!,感谢您的讲买!,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,#REF!,#REF!,,,,,女学生,
"解鎖條件：
完成「真相」支線。
重玩第20節，並再次把方娟依附在平安扣中。","解锁条件：
完成「真相」支线。
重玩第20节，并再次把方娟依附在平安扣中。",,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,#REF!,#REF!,,,,,四眼男生王阳,
"解鎖條件：
1. 從垃圾房裡獲得重要線索。
2. 在陳師奶口中探知更多訊息。
3. 在張德軍家找到重要線索。","解锁条件：
1. 从垃圾房里获得重要线索。
2. 在陈师奶口中探知更多讯息。
3. 在张德军家找到重要线索。",,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,#REF!,#REF!,,,,,女人,
"購買需知：

感謝你到訪這商店頁，無論你是準備購買、已經購買還是不小心按了進來的朋友們，以下有些注意事項敬請你們留意的。

-首先，遊戲目前只有在ios app store或google play store裡下載才能正常的進行付費，如果你是從第三方下載此應用，很抱歉你是無法進行任何購買活動的，建議你尋找合法的渠道下載這遊戲來支持我們。若你未成年或沒辦法進行付費，也可以靠點擊觀看廣告的按鈕來獲得玉石，我們儘力地提供各種方式幫助你能享受到在遊戲裡的時間。

-為鼓勵你進行購買，無論你是買了全通禮包還是只買了20玉石，我們也一律去掉所有關卡間的廣告，但留意付費後這頁面的觀看廣告拿玉石的功能仍然存在的，不要誤以為這裡的廣告也會去掉喔﹗
-無論你是購買玉石還是看廣告拿玉石，都只可以用於本作品之中。你無法把玉石轉移到我們的其他遊戲例如""都市傳說外賣""或""猛鬼大廈之二樓的辮子姑娘""等，所以購買時請注意數量。通關整個遊戲所需的玉石應該只需要310粒。

-全通禮包裡的玉石有400粒，足夠你玩全整個作品。設定500粒的原因是為免日後我們想要追加一些支線內容，你也可以有玉石進行解鎖而已，剩下的玉石依舊不能轉移到其他地方上喔。

-整個遊戲屬於單機無連線作品，意味著沒有服務器來記錄你的進度或玉石數量。所以如果你要刪掉遊戲重裝，或要在新手機安裝，此作並沒能做進度轉移工作的，敬請留意。

-如果你希望能至少購買過的玉石可以在新手機或新安裝後使用，可以點擊一下購買頁的""恢復按鈕""，平台會檢測並還返你已購過的玉石。如還是不能，也可以直接電郵我們商討轉移玉石的事情，我們會儘量滿足你的情況，電郵：info@genuine-studio.com

最後感謝你的時間，我們是一家希望做出好內容來給予大家娛樂的小團隊，有不足的地方請多多見諒。也請你們支持正版，雖然明白不用花費來玩遊戲很爽，但這對我們是毀滅性的傷害，拜託了﹗","购买需知：

感谢你到访这商店页，无论你是准备购买、已经购买还是不小心按了进来的朋友们，以下有些注意事项敬请你们留意的。

-首先，游戏目前只有在ios app store或google play store里下载才能正常的进行付费，如果你是从第三方下载此应用，很抱歉你是无法进行任何购买活动的，建议你寻找合法的渠道下载这游戏来支持我们。若你未成年或没办法进行付费，也可以靠点击观看广告的按钮来获得玉石，我们尽力地提供各种方式帮助你能享受到在游戏里的时间。

-为鼓励你进行购买，无论你是买了全通礼包还是只买了20玉石，我们也一律去掉所有关卡间的广告，但留意付费后这页面的观看广告拿玉石的功能仍然存在的，不要误以为这里的广告也会去掉喔﹗
-无论你是购买玉石还是看广告拿玉石，都只可以用于本作品之中。你无法把玉石转移到我们的其他游戏例如""都市传说外卖""或""猛鬼大厦之二楼的辫子姑娘""等，所以购买时请注意数量。通关整个游戏所需的玉石应该只需要310粒。

-全通礼包里的玉石有400粒，足够你玩全整个作品。设定500粒的原因是为免日后我们想要追加一些支线内容，你也可以有玉石进行解锁而已，剩下的玉石依旧不能转移到其他地方上喔。

-整个游戏属于单机无连线作品，意味着没有服务器来记录你的进度或玉石数量。所以如果你要删掉游戏重装，或要在新手机安装，此作并没能做进度转移工作的，敬请留意。

-如果你希望能至少购买过的玉石可以在新手机或新安装后使用，可以点击一下购买页的""恢复按钮""，平台会检测并还返你已购过的玉石。如还是不能，也可以直接电邮我们商讨转移玉石的事情，我们会尽量满足你的情况，电邮：info@genuine-studio.com

最后感谢你的时间，我们是一家希望做出好内容来给予大家娱乐的小团队，有不足的地方请多多见谅。也请你们支持正版，虽然明白不用花费来玩游戏很爽，但这对我们是毁灭性的伤害，拜托了﹗",,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,小朋友,
"抽卡機說明：

-此抽卡機內的一切物品均與遊戲劇情和玩法完全無關，純粹用於遊戲內收藏所用。

-抽卡機內合共100張卡牌。&&-每次抽取的機率均為1/100，卡牌有可能重覆，重覆的卡牌不會還返玉石或抽取機會。

-卡牌所包含的款式均來自Genuine Studio歷來的遊戲角色，作品包括「小林正雪復仇之密室」、「小林正雪抉擇之惑」、「端木斐VS小林正雪」、「命運之逆轉」、「瓔珞事件薄誰殺了愛情」、「危險人渣」、「雨夜屠夫」、「心跳度假屋」、「都市傳說外賣」、「猛鬼大廈一樓的鎖匠」以及「時殺遊戲」。

-此遊戲為單機遊戲不設網上存檔，任何抽取的卡牌若把遊戲刪除便會喪失，需要重新抽取。","抽卡机说明：

-此抽卡机内的一切物品均与游戏剧情和玩法完全无关，纯粹用于游戏内收藏所用。

-抽卡机内合共100张卡牌。 &&-每次抽取的机率均为1/100，卡牌有可能重覆，重覆的卡牌不会还返玉石或抽取机会。

-卡牌所包含的款式均来自Genuine Studio历来的游戏角色，作品包括「小林正雪复仇之密室」、「小林正雪抉择之惑」、「端木斐VS小林正雪」、「命运之逆转」、「璎珞事件薄谁杀了爱情」、「危险人渣」、「雨夜屠夫」、「心跳度假屋」、「都市传说外卖」、「猛鬼大厦一楼的锁匠」以及「时杀游戏」。

-此游戏为单机游戏不设网上存档，任何抽取的卡牌若把游戏删除便会丧失，需要重新抽取。",,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,醉酒汉,
恢復購買,恢复购买,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,谜之女生,
由高至低移走磚塊，按住幾秒後磚塊會被移走,由高至低移走砖块，按住几秒后砖块会被移走,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,年轻男子,
時間:,时间:,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,外卖员,
同廠遊戲,同厂游戏,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,男人声,
卡簿,卡簿,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,中年男人,
呀伯,呀伯,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,走廊上的女生,
確定要解鎖章節?,确定要解锁章节?,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,???,
"喜歡這遊戲嗎？
歡迎給我們評論喔﹗","喜欢这游戏吗？
欢迎给我们评论喔﹗",,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,疯女人 粉衣女生,
讀檔,读档,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,迪迪,
存檔,存档,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,白衣女子,
確定覆蓋存檔?,确定覆盖存档?,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,恩乔,
手動,手动,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,石妍,
螢幕,屏幕,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,张先生,
全螢幕,全屏,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,恐怖的女人,
窗口,窗口,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,胖大叔,
讀取檔案,读取档案,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,男人叫声,
*以上價目為使用者當前的貨幣,*以上价目为使用者当前的货币,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,女孩,
今天廣告剩餘次數:,今天广告剩余次数:,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,女鬼,
(每天00:00刷新),(每天00:00刷新),,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,教学,
10玉石,10玉石,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,胖道士,
100玉石,100玉石,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,赖小姐,
400玉石,400玉石,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,女人声,
復原10玉石,复原10玉石,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,暴躁的男人,
復原100玉石,复原100玉石,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,外卖仔,
復原400玉石,复原400玉石,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,阿仁,
產生,产生,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,女生,
兑換,兑换,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,被打的女人黄梅,
輸入四位數字密碼,输入四位数字密码,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,王阳,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,奇怪女生,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,笑笑,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,郑雨婷,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,鬼魂,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,谢恩乔,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,李道言,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,马尾女生 夏蓝,
,,,,,#REF!,#REF!,#REF!,,,#REF!,#REF!,#REF!,#REF!,,,,,,,,,,,小混混,
